movieId,movieName,nbMentions
104253,The Perks of Being a Wallflower ,11
104278,Max  (2015),2
104280,Batman Beyond: Return of the Joker,1
104316,CinderElmo,1
104331,Wordplay  (2006),3
104364,Alex & Emma (2003),2
104367,Before I Go to Sleep  (2014),3
104378,High School Musical ,26
104391,School of Rock (2003),18
104410,Mythica: A Quest for Heroes (2015),1
104477,Frozen  (2007),1
104483,Piranha  (1995),2
104502,The Misfits  (1961),1
104519,Straw Dogs  (2011),1
104551,Dracula 2000 (2000),2
104564,Nancy Drew  (2002),3
104589,Beasts of No Nation  (2015),2
104629,Take Off Your Clothes and Live! (1963),1
104700,Fallen  (1998),6
104711,Mudbound ,4
104766,Bring It On  (2000),10
104772,Blade ,1
104779,Carolina  (2003),1
104784,Tinker Bell ,1
104790,Lady Sings the Blues  (1972),1
104809,Rush  (2013),14
104831,Paris Can Wait (2016),3
104844,Sex Tape  (2014),8
104847,Paranormal Activity 4 (2012),4
104893,Batman: Death Wish (2012),2
104901,Collateral Damage  (2002),2
104919,Miss March (2009),1
104930,Crank  (2006),30
104942,Pan  (1995),1
104943,Just the Way You Are  (2015),3
104989,The Imitation Game (2014),22
105031,Gone in 60 Seconds  (2000),43
105048,La Cucina  (2007),1
105052,Our School's E.T. (2008),2
105060,Ice Age: Dawn of the Dinosaurs (2009),2
105068,First Blood (1982),14
105089,Lion  (2016),5
105123,Rocky ,1
105178,Best Friends  (2007),3
105190,Private School  (1983),2
105216,Space Cop (2016),1
105230,Planet Earth Live (2010),6
105261,The Free World (2016),2
105264,Vile  (2011),1
105289,The Diary  (1974),1
105294,The Motorcycle Diaries  (2004),1
105300,Murder at 1600 (1997),1
105302,Something New  (2006),1
105334,Memphis Belle  (1990),4
105346,The Killing of a Sacred Deer,3
105403,Occult  (2009),2
105428,3:10 to Yuma  (1957),3
105461,All About Eve (1950),9
105465,The Entity (1981),2
105476,The Divide  (2015),1
105486,Poverty Inc.  (2014),1
105529,Harriet the Spy  (1996),1
105556,There Will Be Blood (2007),20
105558,Barefoot in the Park  (1967),1
105563,Child's Play 2 (1990),1
105589,Annihilation  (2018),54
105612,My Wishes (1999),1
105617,The Cabin in the Mountains (2014),1
105645,Lord of War (2005),2
105656,The Duellists (1977),1
105690,Planet Earth Live ,1
105704,A Room with a View  (2007),2
105712,Rocky IV (1985),3
105735,Sommersby (1993),2
105748,Lifted  (2011),2
105764,Newsies (1992),4
105787,The Box  (2003),1
105792,Imperial Dreams (2014),1
105809,Jesus  (1973),1
105827,Kung Fu Panda (2008),23
105900,Christmas in Connecticut (1945),1
105916,Semi-Pro (2008),3
105923,Anything Goes  (1956),1
105952,Four Rooms (1995),1
105958,One Piece: The Movie (2000),1
105959,I Heart Huckabees (2004),1
105969,The Last Picture Show (1971),1
105979,Dance Flick (2009),2
106018,Alaska  (1996),1
106022,Taxi  (2015),2
106113,Mimic  (1997),1
106116,This Is England (2006),1
106126,My Life  (1993),5
106132,Caddyshack II (1988),9
106135,Hitman  (2014),1
106186,Firestarter  (1984),3
106197,Let's Go to Prison (2006),1
106214,Troy Black,1
106233,Jumanji (1995),170
106269,Atlantis: The Lost Empire (2001),2
106286,Holmes & Watson. Madrid Days (2012),1
106315,Bertie and Elizabeth,2
106317,Meet the Parents  (2000),5
106388,The Princess Bride  (1987),157
106404,The Odd Couple  (1968),2
106407,High School Musical 2,7
106416,Funny Face (1957),4
106494,In Cold Blood  (1996),1
106524,The Incident  (2011),1
106562,Friends  (1993),4
106576,The Girl with the Dragon Tattoo  (2009),13
106588,Fatal Attraction (1987),22
106614,Sunset Strip  (2000),3
106625,Back to School (1986),1
106633,Dracula  (2006),1
106635,Stomp the Yard (2007),3
106652,Behind Enemy Lines  (2001),4
106662,Public Enemies  (2009),8
106673,Outsider  (1997),1
106674,Bad Boys ,1
106707,Carousel  (1956),2
106761,The Replacements  (2000),14
106827,The Mighty Ducks (1992),31
106831,Dumbo,5
106843,The Ledge  (2011),1
106844,The Battle of the Sexes  (1914),1
106853,Harry Potter and the Philosopher's Stone  (2001),28
106887,Les Misérables  (2012),38
106924,Red  (2016),1
107018,Frozen ,13
107019,The Aviator  (1985),1
107047,The Hitman's Bodyguard,28
107050,Scooby-Doo ,2
107058,Death Run (1987),1
107168,Santa's Slay (2005),1
107171,EuroTrip (2004),5
107174,Christmas with the Kranks (2004),14
107175,Jeepers Creepers  (2001),42
107216,Song of the Sea  (2014),2
107265,Mulan (2009),18
107266,An American in Madras (2013),1
107312,The Haunted House  (2005),1
107314,Ocean's Eleven (2001),39
107320,Faith like Potatoes (2006),1
107321,Charade  (1953),6
107335,Leap Year  (2010),29
107350,Sweeney Todd: The Demon Barber of Fleet Street  (2007),23
107370,Lara Croft: Tomb Raider (2001),33
107379,Groundhog Day ,2
107383,Monsters vs. Aliens (2009),4
107389,Look Who's Talking Too (1990),1
107394,101 Dalmatians II: Patch's London Adventure (2003),1
107396,8 Mile  (2002),6
107407,I Know What You Did Last Summer (1997),25
107411,The Grandmaster  (2013),1
107420,Dumb and Dumber To (2014),30
107429,Volcano  (1997),2
107477,The Full Monty (1997),5
107486,Star Wars: The Clone Wars  (2008),6
107514,Aladdin  (1992),77
107548,15 Park Avenue (2005),1
107554,Inglourious Basterds (2009),61
107573,John Q. (2002),5
107585,Spy Kids 2: The Island of Lost Dreams (2002),1
107615,Horror Express (1972),1
107616,Dead Again (1991),6
107628,Elvis and Anabelle (2007),1
107658,Bringing Down the House  (2003),2
107671,Road to Perdition (2002),12
107673,Concussion  (2015),5
107677,Grosse Pointe Blank (1997),4
107684,Blankman (1994),1
107744,Impressionen unter Wasser (2002),1
107751,Fast Times at Ridgemont High,15
107757,Greased Lightning (1977),1
107778,Scooby-Doo 2: Monsters Unleashed (2004),1
107781,Echo  (2003),1
107799,The Monster Squad (1987),3
107807,Clash of the Titans  (2010),6
107826,Meet the Fockers (2004),70
107844,Resident Evil: Vendetta,1
107859,Nebraska  (2013),3
107887,Mermaid  (2000),1
107928,End Game  (2006),1
107940,The Bridge on the River Kwai (1957),3
107994,Little Boy  (2015),1
108017,Lou ,1
108019,Sleepers (1996),10
108024,Devil  (2011),1
108063,Eight Legged Freaks (2002),2
108093,Tango Tangles (1914),1
108094,Ouija: Origin of Evil (2016),2
108114,Last Ounce of Courage (2012),1
108121,Bed of Roses  (1996),1
108137,Red Dragon  (2002),34
108138,Parker  (2013),4
108140,William & Catherine: A Royal Romance,1
108195,Superman  (1978),41
108205,Coming Home  (2012),1
108217,Nick & Norah's Infinite Playlist (2008),2
108246,Death Wish 3 (1985),2
108273,The Game Plan  (2007),8
108278,The Lion King (1994),152
108299,Mother  (1985),1
108301,Big Momma's House (2000),14
108351,All Quiet on the Western Front  (1930),1
108389,Stand by Me  (1986),28
108426,You Don't Mess with the Zohan (2008),29
108447,The Adjustment Bureau (2011),1
108453,Spy Hard (1996),5
108462,The Matrix Revisited,3
108489,Sultan  (2016),1
108551,Dolphin Tale 2 (2014),1
108560,Brave New World  (1998),1
108565,The Thing from Another World (1951),2
108574,The Killing  (1956),2
108659,Night of the Dead  (2006),1
108668,Teenage Mutant Ninja Turtles  (1990),4
108706,Never Back Down (2008),6
108711,Three Days ,1
108715,The A-Team  (2010),4
108725,Killing Time  (2013),1
108746,Shooter  (2007),11
108801,Penguins of Madagascar (2014),10
108853,Porco Rosso,1
108863,Love Story  (2011),7
108897,Moana ,8
108923,A Knight in Camelot,1
108934,Thor ,88
108943,My Blueberry Nights (2007),2
108945,Single White Female,5
108983,Fire Down Below  (1997),2
108986,Empire of the Ants  (1977),1
109030,Beaches  (1988),23
109049,Terminator Genisys (2015),17
109064,Bridge to Terabithia  (2007),5
109066,Playing for Keeps  (2012),1
109075,Rubber  (1936),1
109082,Black Swan  (2010),52
109084,Hero  (2007),6
109149,Heist  (2001),3
109178,Good for Nothing  (2014),1
109196,What Happened to Monday%3F,1
109211,Avenger  (2006),30
109310,Thomas and the Magic Railroad (2000),2
109323,Eden Lake (2008),1
109328,Blood Car (2007),1
109349,D-17  (2008),1
109370,The Incredible Mr. Limpet (1964),1
109424,National Treasure: Book of Secrets (2007),11
109433,Dancer in the Dark (2000),5
109435,The Boy ,1
109449,El Dorado  (1966),7
109453,Cujo  (1983),20
109474,Seven Psychopaths (2012),5
109487,Sin City  (2005),19
109492,Operator ,1
109495,Zulu  (2013),2
109497,U.F.O.  (2012),1
109558,The Gambler  (2014),2
109568,Othello  (1990),1
109594,Fever Pitch  (2005),1
109621,America's Sweethearts (2001),2
109631,Wonderland  (1999),4
109635,River's Edge (1986),2
109642,Batman v Superman: Dawn of Justice (2016),18
109660,Three Stooges Fun-O-Rama (1959),1
109729,Ladybugs  (1992),2
109735,Dracula 3000 (2004),3
109743,The Rite  (2011),6
109753,The Disappointments Room (2016),1
109784,Butch Cassidy and the Sundance Kid (1969),6
109788,The Family Stone (2005),15
109798,Lucky Number Slevin (2006),4
109844,Money Talks  (1997),2
109877,Up in the Air  (2009),5
109883,Bears  (2014),1
109892,Chasing Liberty (2004),1
109896,Fences  (2016),21
109911,"It's a Mad, Mad, Mad World (1987)",2
109931,List of accolades received by Inception,1
109963,The Mask of Zorro (1998),4
110000,These Final Hours (2013),1
110011,Manchester by the Sea  (2016),46
110046,Veronica  (1972),1
110075,Midnight Sun  (2014),1
110078,The Legend of Ben Hall,1
110109,Brothers  (2009),1
110119,As You Are  (2016),1
110291,Sully  (2016),21
110309,The Divergent Series,14
110313,The Kite  (2003),1
110352,Lockout  (2012),2
110357,Sam  (1986),4
110362,Miracle on 34th Street (1947),2
110365,Puff the Magic Dragon  (1978),2
110419,Come Back to Me  (2014),2
110433,The Borrower (1991),2
110494,American History X (1998),12
110497,Trouble with the Curve (2012),1
110510,A Nightmare on Elm Street 4: The Dream Master (1988),1
110517,Turbo  (2013),1
110529,The Italian Job  (2003),45
110534,The Comedy (2012),3
110577,Lost in the Wild (1993),1
110580,The Social Network (2010),31
110593,King of Hearts  (1966),1
110605,Panic Room (2002),29
110608,Girls' Night (1998),1
110613,Outcast  (2010),1
110632,Chasing Ice,1
110635,Bleed for This (2016),5
110676,The Descent Part 2 (2009),1
110685,Mr. Woodcock (2007),6
110698,The Monuments Men (2014),1
110711,Bring It On ,2
110715,The Internship (2013),8
110732,House of Flying Daggers (2004),3
110746,The Bachelorette ,2
110763,The Enforcer  (1976),2
110800,Don Jon (2013),1
110806,Star Wars Kid,1
110815,The Echo  (2008),2
110831,Seasons of Our Love (1966),1
110858,Home Sweet Home  (2016),1
110875,Pinocchio  (1972),5
110878,Johnny English (2003),6
110944,Date Movie (2006),3
111030,Diabolique  (1996),1
111041,Subway  (1985),1
111063,Boogie Nights (1997),10
111099,Catch Me If You Can (2002),45
111132,The Color Purple  (1985),10
111153,Ladder 49 (2004),1
111161,Team America: World Police (2003),13
111165,Nora  (1944),1
111188,"Yours, Mine and Ours  (1968)",2
111189,Step Up: All In (2014),2
111216,The Giver  (2014),8
111262,Homeward Bound  (1923),15
111292,Gifted Hands: The Ben Carson Story,1
111399,We Are the Freaks (2013),1
111405,Grease 2 (1982),10
111429,Guardians of the Galaxy Vol. 2 (2017),84
111435,Quantum of Solace (2008),1
111452,Alien 51 (2004),2
111475,Bachelor Party  (2012),9
111488,L.A. Confidential  (1997),14
111500,"The Cook, the Thief, His Wife & Her Lover (1989)",1
111528,Girl in Progress,1
111540,Dunkirk  (2017),235
111572,The Greatest Game Ever Played (2005),3
111585,Body Snatchers  (1993),1
111598,Dragonheart (1996),5
111612,Sophie Scholl – The Final Days (2005),2
111694,The Phantom of the Opera  (2004),22
111717,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,1
111730,Redline  (2009),3
111776,Super Troopers (2001),124
111782,Amadeus  (1984),14
111831,Kicking and Screaming  (1995),1
111841,King of New York (1990),2
111892,Brides  (2004),1
111903,Just Friends%3F (2009),2
111918,Step Brothers  (2008),231
111922,Brother Nature  (2016),1
111929,"Salò, or the 120 Days of Sodom (1975)",2
111953,Skiptrace  (2016),1
111961,Jack the Ripper  (1976),1
112069,Mad Max: Fury Road (2015),150
112074,Just Between Us  (2010),1
112106,The Nativity Story,1
112116,Bad Lieutenant: Port of Call New Orleans (2009),1
112161,The Prince  (1996),3
112203,French Kiss  (1995),8
112209,Copper Mountain  (1983),1
112233,Night of the Living Dead ,1
112244,Scooby-Doo on Zombie Island (1998),2
112259,Pink Flamingos (1972),1
112260,James and the Giant Peach  (1996),7
112277,Rent  (2005),38
112284,Ring  (1998),18
112297,The Love Guru (2008),4
112305,The Chronicles of Riddick: Dark Fury,1
112314,Timeline  (2014),1
112332,Miami Vice  (2006),1
112342,Trick or Treat ,3
112343,Million Dollar Arm (2014),1
112346,The Fifth Element,63
112365,Flubber  (1997),22
112386,Dragonslayer (1981),2
112404,Good Time ,3
112434,Rocky V (1990),1
112446,Gunslinger  (1956),1
112455,The Escapist  (2008),1
112471,Japanese Story (2003),1
112493,The Man Who Wasn't There  (2001),2
112538,Dawson City: Frozen Time (2016),1
112579,Kung Fu Hustle (2004),5
112585,The Cider House Rules  (1999),4
112586,Wild Hearts Can't Be Broken (1991),4
112596,Sling Blade (1996),10
112622,Tremors  (1990),11
112623,Mommy  (2014),1
112644,Kids in the Hall: Brain Candy (1996),1
112680,13 Hours: The Secret Soldiers of Benghazi (2016),34
112688,The Muppet Christmas Carol (1992),1
112719,Gone Girl  (2014),172
112735,Measure of a Man  (2010),2
112737,Kingpin  (1996),11
112742,The Penguin King,1
112774,Dr. Dolittle 3 (2006),2
112779,Even Money  (2006),1
112783,Shrek the Third (2007),4
112792,The Hills Have Eyes  (1977),5
112833,Cry Danger (1951),1
112880,Hang 'Em High (1968),4
112902,EDtv (1999),3
112905,Attack on Titan  (2015),3
112927,Tom and Jerry: Spy Quest (2015),1
112941,Gigantic  (2018),1
112947,A Girl at My Door (2014),1
112973,Street Fighter  (1992),1
112994,Gerald's Game  (2017),24
113020,1944  (2015),5
113035,"Three Billboards Outside Ebbing, Missouri (2017)",50
113055,Die Hard with a Vengeance (1995),9
113068,The Rescuers Down Under,4
113134,A Trip to the Moon (1902),2
113137,Cyrano de Bergerac  (1990),1
113150,Call Me by Your Name  (2017),34
113192,Ace in the Hole  (1951),1
113202,Gingerdead Man 2: Passion of the Crust (2008),1
113213,"I Love You, Man (2009)",26
113216,Kargus,1
113220,The Orphanage  (2007),5
113247,Broken Springs (2010),1
113262,Toys  (1992),3
113279,12  (2007),2
113392,The Pursuit of Happyness (2006),37
113404,Wing Chun  (1994),2
113416,You Got Served (2004),2
113435,Bob Logan ,1
113454,Life Is But a Dream,1
113467,Secret  (2009),1
113498,Places in the Heart (1984),2
113499,Aileen Wuornos: The Selling of a Serial Killer (1993),1
113514,Nadine  (1987),1
113550,Necessary Roughness  (1991),1
113586,Don't Answer the Phone (1980),1
113600,Ong Bak 3 (2010),1
113622,What's Your Number%3F (2011),1
113667,The Informant  (2013),1
113673,Invictus  (2009),3
113679,Shaun the Sheep Movie (2015),3
113684,Cinderella  (2015),39
113701,Fun with Dick and Jane  (2005),29
113721,The Secret of Roan Inish (1994),3
113723,Good Kids (2016),1
113729,The Man Who Shot Liberty Valance (1962),3
113772,Christine  (1983),16
113784,Ice Station Zebra (1968),1
113827,Annie Hall (1977),19
113834,Sky Raiders (1941),2
113862,Marnie  (1964),3
113921,Forces of Nature (1999),2
113925,Traitor  (2008),1
113931,Darkness Falls  (1999),1
113972,"Honey, I Shrunk the Kids (1989)",25
114017,Turtles Can Fly (2004),1
114020,Benji: Off the Leash! (2004),1
114034,Dumb and Dumberer: When Harry Met Lloyd (2003),8
114048,Waiting to Exhale (1995),3
114063,Night Fairy (1986),1
114109,The Hateful Eight (2015),38
114111,Reign Over Me (2007),2
114129,Fifty Shades of Black (2016),17
114157,A Little Princess  (1995),4
114165,The Reef  (2010),5
114190,XXX: State of the Union (2005),2
114231,Cape Fear  (1991),15
114256,Point Break  (2015),4
114271,Escape from New York (1981),3
114306,Secret in Their Eyes (2015),1
114311,Irréversible (2002),1
114327,Lucy  (2003),3
114341,Baywatch  (2017),115
114367,Animal Crackers  (1930),1
114371,Donald's Snow Fight (1942),1
114419,A Christmas Wedding,1
114453,Heartbreakers  (2001),1
114454,The Thin Red Line  (1998),15
114458,The Amityville Curse (1990),6
114502,Hush  (2016),36
114507,The Shop Around the Corner (1940),4
114513,Donnie Brasco  (1997),19
114545,Benji  (1974),2
114550,Legendary  (2010),1
114560,The Prestige  (2006),48
114580,After Hours  (1985),2
114617,The Crucible  (1996),1
114633,Brooklyn  (2015),11
114652,The Return of the Living Dead (1985),1
114659,Sniper  (1993),1
114669,The Search for General Tso (2014),1
114671,Dance (2007),1
114677,12 Angry Men  (1997),1
114709,3000 Miles to Graceland (2001),1
114756,Iron Man 2 (2010),27
114759,Mad Max (1979),45
114761,He-Man ,1
114785,Little Shop of Horrors  (1986),15
114801,Trading Places (1983),32
114851,The Godfather ,13
114854,Rapture-Palooza (2013),4
114876,Resident Evil: Extinction (2007),1
114909,"Crouching Tiger, Hidden Dragon (2000)",19
114923,Unbroken  (2014),4
114932,Braveheart (1995),102
114943,Around the World in 80 Days  (2004),4
114945,Boomerang  (2001),2
114952,The Legend  (2012),2
114984,Final Fantasy VII: Advent Children,7
114998,The Clown  (2011),2
115021,Treehouse Hostage (1999),1
115047,Stranger than Fiction  (2006),5
115108,From Dusk Till Dawn 3: The Hangman's Daughter (2000),1
115120,Hamburger Hill (1987),3
115155,The Sandlot (1993),68
115159,Upside Down  (2015),3
115246,Hulk  (2003),16
115249,The Dukes of Hazzard: The Beginning,1
115250,The Town  (2010),44
115261,Assassin's Creed  (2016),2
115290,Hook  (1991),45
115309,Semi-Tough (1977),1
115334,Keeping the Faith (2000),2
115348,Mystic Pizza (1988),5
115364,Beneath  (2013),2
115368,Dangal  (2016),1
115372,The Secret of NIMH,4
115383,Snuff 102 (2007),1
115398,Amityville: The Awakening (2017),2
115404,The Dirty Dozen (1967),1
115406,Insidious: Chapter 4 (2018),34
115463,Saw  (2004),201
115493,Windy City Heat,1
115497,Hitlist  (1996),1
115516,The Birdcage (1996),7
115518,Nick of Time  (1995),21
115523,Going Down in LA-LA Land (2011),3
115547,The Last Horror Movie (2003),1
115548,Fantasia (1940),16
115588,The Lobster (2015),3
115612,28 Days Later (2002),29
115613,Corpse Bride (2005),1
115669,Woodlawn  (2015),2
115675,The Man from Nowhere  (2010),2
115688,Non-Stop  (2014),5
115691,The Patriot  (2000),42
115702,The Angry Birds Movie (2016),5
115723,All Dogs Go to Heaven 2 (1996),6
115743,Khouya (2010),1
115745,List of accolades received by Gone Girl ,1
115827,The Best of Me  (2014),5
115862,Metropolis  (2001),1
115908,50 First Dates (2004),284
115920,Seval (2008),1
115979,Reverse  (2009),1
116009,The Final Destination (2009),1
116050,Bleeding Steel,2
116076,It  (2004),4
116125,Napoleon Dynamite (2004),37
116134,A Walk Among the Tombstones  (2014),2
116136,Are You Here (2013),1
116149,Water  (1985),1
116199,Multiplicity  (1996),2
116230,Tin Cup (1996),2
116259,Home for the Holidays  (1972),1
116298,Addicted to Love  (1997),2
116311,Righteous Kill (2008),2
116328,Hamlet  (1990),1
116330,Hunter  (2015),1
116352,Shallow Grave (1994),1
116376,Tommy  (1975),2
116378,Bambi II (2006),1
116389,Clerks II (2006),6
116418,March of the Penguins (2005),13
116458,The Duchess  (2008),4
116464,The Object of My Affection (1998),3
116524,The Big Short  (2015),14
116545,New Jack City (1991),6
116577,The Divergent Series: Allegiant (2016),7
116593,Dark Night  (2016),1
116630,Muppets from Space (1999),2
116644,St. Elmo's Fire  (1985),6
116664,Heavyweights (1995),12
116675,Awesome (2006),1
116700,Screamers  (1995),1
116711,More than Blue (2009),1
116714,Grumpy Old Men  (1993),17
116723,Breathe  (2017),6
116739,All Men Are Liars (1995),1
116763,Still Waters  (2000),2
116774,ExTerminators  (2009),2
116777,My Friend Harry (1928),1
116778,Come Drink with Me (1966),1
116784,Braindead  (1992),5
116791,Snow on tha Bluff (2011),1
116810,The Man Who Saw Tomorrow (1981),1
116824,Rocky  (2006),2
116864,Yellow Submarine  (1968),2
116865,Touching the Void  (2003),2
116879,Me and Orson Welles (2008),2
116886,Tombstone Terror (1935),1
116894,Masterminds  (2016),11
116896,The Losers  (2010),2
116897,Star!  (1968),4
116903,"Yours, Mine & Ours  (2005)",2
116939,White Oleander ,1
116956,Lemonade Mouth ,9
116961,The Bad Batch (2016),2
116976,Forgetting Sarah Marshall (2008),59
117061,Being Charlie (2015),2
117072,The Chase  (1991),1
117097,The Shaggy D.A. (1976),2
117103,Highlander II: The Quickening (1991),2
117122,The NeverEnding Story  (1984),32
117126,Ex Machina  (2015),28
117145,"What's Up, Tiger Lily%3F (1966)",1
117159,Practical Magic (1998),11
117185,Cinderella  (1955),2
117188,Forget Paris (1995),2
117236,An American Haunting (2005),1
117239,The Discovery ,3
117241,Sleepless  (2017),9
117261,Play Misty for Me (1971),2
117271,Bachelor Party Vegas (2006),1
117306,Chronic  (2015),2
117315,The President  (2014),2
117324,Sausage Party,56
117333,Creepshow (1982),3
117335,The Life of David Gale (2003),16
117347,Once Upon a Time in China (1991),1
117364,Gandhi  (1982),3
117368,Surviving Gilligan's Island,1
117381,Death to Smoochy (2002),2
117468,Love Shack  (2010),1
117515,Pan's Labyrinth (2006),73
117523,Release  (2010),2
117584,Muppets Most Wanted (2014),2
117589,Kidnap  (2016),12
117608,Mona Lisa Smile (2003),5
117623,Manhunter  (1986),9
117646,Beyond the Valley of the Dolls (1970),1
117677,Night at the Museum: Secret of the Tomb (2014),7
117692,Titan A.E. (2000),2
117716,The Book of Henry,3
117754,Anna in Kungfuland (2003),1
117771,Bring It On: All or Nothing,3
117776,Slugs  (1988),2
117804,The Longest Week (2014),1
117816,The Cheetah Girls ,2
117835,Enter the Dangerous Mind (2013),1
117840,Pet Sematary  (1989),40
117881,Only the Strong  (1993),2
117898,Strange Days  (1995),1
117905,The Three Stooges  (2012),8
117907,Natural Born Killers (1994),42
117925,Rambo III (1988),12
117942,Oklahoma!  (1955),3
117958,Guardians  (2017),5
117972,Little Miss Sunshine (2006),42
118020,Lethal Weapon 2 (1989),8
118025,The Fall  (1999),2
118028,Automata  (2014),1
118034,The Breaks  (1999),1
118097,And So It Goes  (2014),2
118102,The Stand Up (2011),1
118135,Space Cowboys (2000),6
118161,Immortals  (2011),2
118273,The Wonder  (2016),5
118283,Papa  (2016),1
118307,Captain America  (1979),3
118316,The Amityville Haunting (2011),2
118338,The Forest  (2016),13
118353,P.S. I Love You  (2007),46
118395,The Nerd,2
118397,Joe Versus the Volcano (1990),9
118402,Rising Sun  (1993),2
118472,The Last Mimzy (2007),1
118506,Meek's Cutoff (2010),1
118522,The Fourth Kind (2009),8
118526,The True Cost (2015),2
118557,LOL  (2012),2
118568,Endless Love  (1981),1
118637,Bio-Dome (1996),7
118651,Pirates of the Caribbean: Dead Man's Chest (2006),7
118663,Independence Day: Resurgence (2016),19
118669,Honey  (2010),2
118748,The Choice  (2016),25
118756,Zombie Apocalypse ,3
118762,21 Jump Street  (2012),167
118784,Project X  (2012),5
118789,Head Above Water (1996),2
118857,Blank Check  (1994),4
118888,Death Becomes Her (1992),10
118912,Love Jones  (1997),3
118955,Critters  (1986),1
118970,Nanook of the North (1922),1
119015,Kimi ni Todoke  (2010),1
119062,Grand Hotel  (1932),1
119087,The Fast and the Furious,48
119090,Never Been Kissed (1999),38
119113,The Speed Girl (1921),1
119116,Club Dread (2004),3
119144,Wonder Woman  (2017),405
119146,13th  (2016),6
119149,Captain America: The First Avenger,26
119165,Poison Ivy  (1992),1
119191,Ishq Click,1
119207,The Deer Hunter (1978),9
119227,I Am Big Bird: The Caroll Spinney Story (2014),1
119232,Gummo (1997),4
119241,Homeless to Harvard: The Liz Murray Story,1
119247,Snow White  (1916),1
119254,The Queen  (2012),1
119276,Dick Tracy  (1990),2
119295,A Nightmare on Elm Street  (2010),25
119297,Dance with Me  (1998),1
119326,Harold & Kumar,18
119347,"Mary, Queen of Scots  (1971)",1
119395,Armaguedon (1977),1
119409,Appleseed ,3
119424,Frankenstein  (1931),5
119465,Ben-Hur  (1959),4
119495,Stranger Things  (2010),2
119560,Mickey's Christmas Carol (1983),1
119562,Murderball  (2005),1
119570,The Princess and the Frog,21
119571,Drift ,1
119576,Big Hero 6  (2014),41
119594,Julie & Julia (2009),4
119630,The Adventures of Sharkboy and Lavagirl in 3-D (2005),5
119652,The Wind in the Willows  (1987),1
119656,The Painted Veil  (2006),1
119662,What About Bob%3F (1991),32
119667,The Lake House  (2006),34
119699,Pirates of the Caribbean ,45
119701,Serpico (1973),2
119721,The Runaway Bride  (1930),1
119722,Did You Hear About the Morgans%3F (2009),7
119729,Need for Speed  (2014),17
119750,The Humming Bird (1924),2
119762,Head of State  (2003),2
119777,Herbie: Fully Loaded (2005),2
119803,Nightmare  (2011),2
119840,Requiem for a Dream (2000),21
119847,Austin Powers: International Man of Mystery (1997),6
119883,Submission  (2004),1
119884,Without a Paddle (2004),5
119886,Backcountry  (2014),1
119914,Pride and Prejudice  (1940),1
119925,Last Tango in Paris (1972),1
119935,I Am Sam (2001),10
119955,The Butler (2013),3
119957,Your Sister's Sister (2011),1
120003,Fight Club (1999),142
120007,Dead Awake  (2016),2
120039,Batteries Not Included (1987),1
120047,The Rain People (1969),3
120057,The Outlaw (1943),1
120068,King Lear  (1971),2
120084,Romeo + Juliet (1996),5
120092,The Shape of Water  (2017),222
120113,Men in Black  (1934),5
120150,Coraline  (2009),17
120159,Being There (1979),2
120171,Equals  (2015),1
120257,Accepted (2006),1
120262,Startup.com (2001),2
120270,Rambo  (2008),2
120276,Prestige  (1932),1
120281,Triplex  (1991),2
120293,Ghostbusters II (1989),12
120297,The Hospital (1971),1
120320,Green Zone  (2010),3
120328,Sweeney Todd  (1928),2
120329,The Leather Boys (1964),1
120349,Secret Window (2004),12
120367,Ghost Rider  (1982),2
120379,Wes Craven's Chiller (1985),1
120399,The Adventures of Ichabod and Mr. Toad (1949),1
120405,Splash  (1984),14
120436,Maximum Overdrive (1986),4
120487,The Nutty Professor  (2008),1
120520,Where the Red Fern Grows  (1974),7
120544,Hostel: Part II (2007),2
120552,Goodbye Solo (2008),1
120588,Muana Mboka (1999),1
120592,Dangerous Minds (1995),1
120598,Everly  (2014),2
120602,Star Trek: First Contact (1996),5
120604,Kings of Pastry (2009),1
120613,Jawbreaker  (1999),2
120629,Home Alone: The Holiday Heist,1
120673,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1
120678,The Guardian  (1990),2
120681,How Stella Got Her Groove Back (1998),2
120705,The Golem  (1915),1
120709,Were the World Mine (2008),2
120722,Pacific Rim  (2013),62
120726,We Were Soldiers (2002),37
120739,Blue Valentine  (2010),2
120742,Thumbsucker  (2005),1
120775,Presumed Innocent  (1990),3
120792,In the Army Now  (1994),2
120803,Frailty  (2001),7
120813,The Gate  (1987),4
120849,The Fast and the Furious  (2001),51
120854,The Yes Man (1991),5
120859,Looney Tunes: Back in Action,3
120880,The Adventurer  (1922),2
120886,When a Man Loves a Woman  (1994),1
120896,Fly Away Home (1996),9
120947,Ocean's Twelve (2004),19
120948,Groundhog Day  (1993),175
121015,Queen Kelly (1929),1
121033,Food Matters (2008),2
121123,Silver Linings Playbook (2012),41
121148,Bram Stoker's Dracula (1992),6
121179,Cop Out  (2010),9
121241,Barbie Thumbelina,2
121257,Back to the Future Part III (1990),5
121284,Robot Stories (2003),1
121328,The Haunting of Molly Hartley (2008),2
121347,The Terminators ,5
121355,Chaplin  (1992),1
121366,The Pianist  (2002),28
121381,%22Crocodile%22 Dundee (1986),1
121386,The Birds ,2
121396,Men in Black II (2002),16
121410,Memoirs of a Geisha  (2005),4
